year,Industry,Nacerev,MNE_profit_shifting
2016,C,2612,1.082
2017,C,2612,1.002
2018,C,2612,0.58
2019,C,2612,0.366
2020,C,2612,0.334
2009,C,2620,6.369
2010,C,2620,13.4
2011,C,2620,16.619
2012,C,2620,23.136
2013,C,2620,23.091
2014,C,2620,24.142
2015,C,2620,32.488
2016,C,2620,18.453
2017,C,2620,23.364
2018,C,2620,11.614
2019,C,2620,9.722
2020,C,2620,11.439
2009,C,2630,3.693
2010,C,2630,7.193
2011,C,2630,6.385
2012,C,2630,5.631
2013,C,2630,6.968
2014,C,2630,9.28
2015,C,2630,8.574
2016,C,2630,6.516
2017,C,2630,5.908
2018,C,2630,4.491
2019,C,2630,5.119
2020,C,2630,6.171
2009,C,2640,0.471
2010,C,2640,0.241
2011,C,2640,0.902
2012,C,2640,0.256
2013,C,2640,0.934
2014,C,2640,0.752
2015,C,2640,0.74
2016,C,2640,1.598
2017,C,2640,1.724
2018,C,2640,1.42
2019,C,2640,1.537
2020,C,2640,1.89
2009,C,2651,3.243
2010,C,2651,4.6
2011,C,2651,5.687
2012,C,2651,7.071
2013,C,2651,5.958
2014,C,2651,7.637
2015,C,2651,8.503
2016,C,2651,6.702
2017,C,2651,8.19
2018,C,2651,4.54
2019,C,2651,5.052
2020,C,2651,6.111
2009,C,2652,0.142
2010,C,2652,0.286
2011,C,2652,0.397
2012,C,2652,0.448
2013,C,2652,0.561
2014,C,2652,0.518
2015,C,2652,0.567
2016,C,2652,0.733
2017,C,2652,1.058
2018,C,2652,0.29
2019,C,2652,0.206
2020,C,2652,0.047
2009,C,2660,1.235
2010,C,2660,1.019
2011,C,2660,1.341
2012,C,2660,2.041
2013,C,2660,1.454
2014,C,2660,1.048
2015,C,2660,2.545
2016,C,2660,2.689
2017,C,2660,2.847
2018,C,2660,1.816
2019,C,2660,1.418
2020,C,2660,1.531
2009,C,2670,0.297
2010,C,2670,0.488
2011,C,2670,0.882
2012,C,2670,0.79
2013,C,2670,1.093
2014,C,2670,0.948
2015,C,2670,1.155
2016,C,2670,1.312
2017,C,2670,1.596
2018,C,2670,1.137
2019,C,2670,0.777
2020,C,2670,0.739
2009,C,2680,0.001
2011,C,2680,0.002
2012,C,2680,0.0
2019,C,2680,0.0
2020,C,2680,0.0
2009,C,2700,0.001
2010,C,2700,0.0
2011,C,2700,0.0
2012,C,2700,0.0
2014,C,2700,0.001
2015,C,2700,0.001
2016,C,2700,0.002
2017,C,2700,0.003
2018,C,2700,0.001
2019,C,2700,0.0
2020,C,2700,0.001
2012,C,2710,0.001
2013,C,2710,0.0
2014,C,2710,0.001
2015,C,2710,0.001
2016,C,2710,0.0
2017,C,2710,0.0
2019,C,2710,0.0
2020,C,2710,0.0
2009,C,2711,0.211
2010,C,2711,0.448
2011,C,2711,0.511
2012,C,2711,0.539
2013,C,2711,0.603
2014,C,2711,0.609
2015,C,2711,0.727
2016,C,2711,0.649
2017,C,2711,0.914
2018,C,2711,0.585
2019,C,2711,0.497
2020,C,2711,0.479
2009,C,2712,1.068
2010,C,2712,1.854
2011,C,2712,3.438
2012,C,2712,2.914
2013,C,2712,2.538
2014,C,2712,3.693
2015,C,2712,2.502
2016,C,2712,2.852
2017,C,2712,3.171
2018,C,2712,1.807
2019,C,2712,1.343
2020,C,2712,2.179
2009,C,2720,0.276
2010,C,2720,0.593
2011,C,2720,0.654
2012,C,2720,0.711
2013,C,2720,0.644
2014,C,2720,0.815
2015,C,2720,0.976
2016,C,2720,0.707
2017,C,2720,0.37
2018,C,2720,0.148
2019,C,2720,0.175
2020,C,2720,0.404
2009,C,2731,0.0
2010,C,2731,0.0
2011,C,2731,0.0
2012,C,2731,0.0
2013,C,2731,0.0
2014,C,2731,0.0
2015,C,2731,0.001
2016,C,2731,0.001
2017,C,2731,0.004
2018,C,2731,0.002
2019,C,2731,0.001
2020,C,2731,0.002
2009,C,2732,0.005
2010,C,2732,0.008
2011,C,2732,0.01
2012,C,2732,0.005
2013,C,2732,0.007
2014,C,2732,0.017
2015,C,2732,0.016
2016,C,2732,0.023
2017,C,2732,0.018
2018,C,2732,0.011
2019,C,2732,0.005
2020,C,2732,0.004
2009,C,2733,0.061
2010,C,2733,0.102
2011,C,2733,0.127
2012,C,2733,0.112
2013,C,2733,0.132
2014,C,2733,0.146
2015,C,2733,0.135
2016,C,2733,0.178
2017,C,2733,0.165
2018,C,2733,0.096
2019,C,2733,0.057
2020,C,2733,0.074
2009,C,2740,0.104
2010,C,2740,0.163
2011,C,2740,0.282
2012,C,2740,0.25
2013,C,2740,0.227
2014,C,2740,0.418
2015,C,2740,0.415
2016,C,2740,0.402
2017,C,2740,0.57
2018,C,2740,0.41
2019,C,2740,0.254
2020,C,2740,0.232
2009,C,2751,0.578
2010,C,2751,1.551
2011,C,2751,1.216
2012,C,2751,1.044
2013,C,2751,1.197
2014,C,2751,1.552
2015,C,2751,1.709
2016,C,2751,2.6
2017,C,2751,3.272
2018,C,2751,1.24
2019,C,2751,1.427
2020,C,2751,1.579
2010,C,2752,0.0
2016,C,2752,0.004
2017,C,2752,0.005
2018,C,2752,0.006
2019,C,2752,0.0
2020,C,2752,0.0
2009,C,2790,0.52
2010,C,2790,0.696
2011,C,2790,1.375
2012,C,2790,1.365
2013,C,2790,0.848
2014,C,2790,1.215
2015,C,2790,1.347
2016,C,2790,1.484
2017,C,2790,2.142
2018,C,2790,1.296
2019,C,2790,0.889
2020,C,2790,0.984
2009,C,2800,0.002
2010,C,2800,0.006
2011,C,2800,0.006
2012,C,2800,0.003
2013,C,2800,0.006
2014,C,2800,0.01
2015,C,2800,0.005
2016,C,2800,0.006
2017,C,2800,0.007
2018,C,2800,0.004
2019,C,2800,0.0
2020,C,2800,0.0
2009,C,2811,1.575
2010,C,2811,3.134
2011,C,2811,4.77
2012,C,2811,3.911
2013,C,2811,2.981
2014,C,2811,4.406
2015,C,2811,3.819
2016,C,2811,3.427
2017,C,2811,4.114
2018,C,2811,2.141
2019,C,2811,1.698
2020,C,2811,1.735
2009,C,2812,0.0
2010,C,2812,0.001
2011,C,2812,0.004
2012,C,2812,0.05
2013,C,2812,0.073
2014,C,2812,0.004
2015,C,2812,0.002
2016,C,2812,0.004
2017,C,2812,0.004
2018,C,2812,0.001
2019,C,2812,0.002
2020,C,2812,0.003
2009,C,2813,0.517
2010,C,2813,1.026
2011,C,2813,1.29
2012,C,2813,1.482
2013,C,2813,1.399
2014,C,2813,1.733
2015,C,2813,1.592
2016,C,2813,1.267
2017,C,2813,1.689
2018,C,2813,1.037
2019,C,2813,0.844
2020,C,2813,0.805
2009,C,2814,0.208
2010,C,2814,0.436
2011,C,2814,0.635
2012,C,2814,0.673
2013,C,2814,1.064
2014,C,2814,0.964
2015,C,2814,0.842
2016,C,2814,0.772
2017,C,2814,0.929
2018,C,2814,0.572
2019,C,2814,0.535
2020,C,2814,0.419
2009,C,2815,0.261
2010,C,2815,0.755
2011,C,2815,1.308
2012,C,2815,1.123
2013,C,2815,0.842
2014,C,2815,1.172
2015,C,2815,1.379
2016,C,2815,1.295
2017,C,2815,1.553
2018,C,2815,0.897
2019,C,2815,0.573
2020,C,2815,0.35
2009,C,2820,0.001
2010,C,2820,0.001
2011,C,2820,0.001
2012,C,2820,0.001
2013,C,2820,0.002
2014,C,2820,0.003
2015,C,2820,0.003
2016,C,2820,0.003
2017,C,2820,0.003
2018,C,2820,0.002
2019,C,2820,0.001
2020,C,2820,0.0
2009,C,2821,0.001
2010,C,2821,0.001
2011,C,2821,0.002
2012,C,2821,0.001
2013,C,2821,0.002
2014,C,2821,0.001
2015,C,2821,0.001
2016,C,2821,0.001
2017,C,2821,0.004
2018,C,2821,0.002
2019,C,2821,0.003
2020,C,2821,0.003
2009,C,2822,0.33
2010,C,2822,0.442
2011,C,2822,0.431
2012,C,2822,0.565
2013,C,2822,0.64
2014,C,2822,0.819
2015,C,2822,0.86
2016,C,2822,0.802
2017,C,2822,1.124
2018,C,2822,0.198
2019,C,2822,0.574
2020,C,2822,0.512
2009,C,2823,1.053
2010,C,2823,1.552
2011,C,2823,1.57
2012,C,2823,1.548
2013,C,2823,1.117
2014,C,2823,1.396
2015,C,2823,1.4
2016,C,2823,1.042
2017,C,2823,1.005
2018,C,2823,0.617
2019,C,2823,0.438
2020,C,2823,0.303
2009,C,2824,0.202
2010,C,2824,0.209
2011,C,2824,0.352
2012,C,2824,0.407
2013,C,2824,0.436
2014,C,2824,0.582
2015,C,2824,0.766
2016,C,2824,0.691
2017,C,2824,0.84
2018,C,2824,0.542
2019,C,2824,0.479
2020,C,2824,0.399
2009,C,2825,0.21
2010,C,2825,0.681
2011,C,2825,1.102
2012,C,2825,0.817
2013,C,2825,0.652
2014,C,2825,1.037
2015,C,2825,1.781
2016,C,2825,1.339
2017,C,2825,1.968
2018,C,2825,1.147
2019,C,2825,1.768
2020,C,2825,1.092
2009,C,2829,0.285
2010,C,2829,0.856
2011,C,2829,0.749
2012,C,2829,1.111
2013,C,2829,0.821
2014,C,2829,1.112
2015,C,2829,1.226
2016,C,2829,1.153
2017,C,2829,1.376
2018,C,2829,0.935
2019,C,2829,0.747
2020,C,2829,0.672
2009,C,2830,0.276
2010,C,2830,1.009
2011,C,2830,1.429
2012,C,2830,2.511
2013,C,2830,3.162
2014,C,2830,2.368
2015,C,2830,1.878
2016,C,2830,0.786
2017,C,2830,1.992
2018,C,2830,1.429
2019,C,2830,1.273
2020,C,2830,1.272
2009,C,2840,0.002
2010,C,2840,0.004
2011,C,2840,0.002
2012,C,2840,0.003
2013,C,2840,0.004
2014,C,2840,0.005
2015,C,2840,0.008
2016,C,2840,0.008
2017,C,2840,0.031
2018,C,2840,0.005
2019,C,2840,0.001
2020,C,2840,0.001
2009,C,2841,0.009
2010,C,2841,0.01
2011,C,2841,0.013
2012,C,2841,0.009
2013,C,2841,0.015
2014,C,2841,0.026
2015,C,2841,0.019
2016,C,2841,0.046
2017,C,2841,0.024
2018,C,2841,0.027
2019,C,2841,0.018
2020,C,2841,0.009
2009,C,2849,0.308
2010,C,2849,0.282
2011,C,2849,0.681
2012,C,2849,0.891
2013,C,2849,0.737
2014,C,2849,0.835
2015,C,2849,0.934
2016,C,2849,0.678
2017,C,2849,0.807
2018,C,2849,0.691
2019,C,2849,0.531
2020,C,2849,0.287
2009,C,2890,0.002
2010,C,2890,0.002
2011,C,2890,0.004
2012,C,2890,0.003
2013,C,2890,0.002
2014,C,2890,0.001
2015,C,2890,0.001
2016,C,2890,0.001
2017,C,2890,0.001
2018,C,2890,0.004
2019,C,2890,0.003
2020,C,2890,0.002
2009,C,2891,0.177
2010,C,2891,0.067
2011,C,2891,0.133
2012,C,2891,0.118
2013,C,2891,0.05
2014,C,2891,0.107
2015,C,2891,0.105
2016,C,2891,0.153
2017,C,2891,0.16
2018,C,2891,0.135
2019,C,2891,0.099
2020,C,2891,0.107
2009,C,2892,0.485
2010,C,2892,1.248
2011,C,2892,2.373
2012,C,2892,2.506
2013,C,2892,1.968
2014,C,2892,1.619
2015,C,2892,1.689
2016,C,2892,0.661
2017,C,2892,1.97
2018,C,2892,2.165
2019,C,2892,2.218
2020,C,2892,2.042
2009,C,2893,0.045
2010,C,2893,0.144
2011,C,2893,0.187
2012,C,2893,0.054
2013,C,2893,0.048
2014,C,2893,0.065
2015,C,2893,0.18
2016,C,2893,0.118
2017,C,2893,0.151
2018,C,2893,0.091
2019,C,2893,0.08
2020,C,2893,0.083
2009,C,2894,0.002
2010,C,2894,0.028
2011,C,2894,0.073
2012,C,2894,0.029
2013,C,2894,0.053
2014,C,2894,0.146
2015,C,2894,0.046
2016,C,2894,0.046
2017,C,2894,0.056
2018,C,2894,0.046
2019,C,2894,0.032
2020,C,2894,0.037
2009,C,2895,0.071
2010,C,2895,0.144
2011,C,2895,0.203
2012,C,2895,0.202
2013,C,2895,0.105
2014,C,2895,0.173
2015,C,2895,0.306
2016,C,2895,0.207
2017,C,2895,0.302
2018,C,2895,0.166
2019,C,2895,0.145
2020,C,2895,0.196
2009,C,2896,0.008
2010,C,2896,0.012
2011,C,2896,0.015
2012,C,2896,0.026
2013,C,2896,0.025
2014,C,2896,0.031
2015,C,2896,0.026
2016,C,2896,0.027
2017,C,2896,0.03
2018,C,2896,0.019
2019,C,2896,0.009
2020,C,2896,0.005
2009,C,2899,1.145
2010,C,2899,2.467
2011,C,2899,3.72
2012,C,2899,2.845
2013,C,2899,2.538
2014,C,2899,4.364
2015,C,2899,2.806
2016,C,2899,2.759
2017,C,2899,4.454
2018,C,2899,2.929
2019,C,2899,2.397
2020,C,2899,2.864
2009,C,2910,23.202
2010,C,2910,18.005
2011,C,2910,19.014
2012,C,2910,19.301
2013,C,2910,22.033
2014,C,2910,22.023
2015,C,2910,31.264
2016,C,2910,31.382
2017,C,2910,35.979
2018,C,2910,17.009
2019,C,2910,11.639
2020,C,2910,10.136
2009,C,2920,0.022
2010,C,2920,0.047
2011,C,2920,0.28
2012,C,2920,0.277
2013,C,2920,0.241
2014,C,2920,0.517
2015,C,2920,0.49
2016,C,2920,0.372
2017,C,2920,0.441
2018,C,2920,0.181
2019,C,2920,0.188
2020,C,2920,0.173
2012,C,2930,0.002
2013,C,2930,0.001
2014,C,2930,0.004
2015,C,2930,0.003
2016,C,2930,0.007
2017,C,2930,0.003
2018,C,2930,0.005
2019,C,2930,0.003
2009,C,2931,0.009
2010,C,2931,0.026
2011,C,2931,0.028
2012,C,2931,0.057
2013,C,2931,0.056
2014,C,2931,0.089
2015,C,2931,0.131
2016,C,2931,0.17
2017,C,2931,0.24
2018,C,2931,0.171
2019,C,2931,0.101
2020,C,2931,0.048
2009,C,2932,0.967
2010,C,2932,4.095
2011,C,2932,5.103
2012,C,2932,5.474
2013,C,2932,5.944
2014,C,2932,7.265
2015,C,2932,8.487
2016,C,2932,8.587
2017,C,2932,9.425
2018,C,2932,4.965
2019,C,2932,3.891
2020,C,2932,2.606
2009,C,3011,0.566
2010,C,3011,1.39
2011,C,3011,1.365
2012,C,3011,0.744
2013,C,3011,0.752
2014,C,3011,0.964
2015,C,3011,0.299
2016,C,3011,0.918
2017,C,3011,0.182
2018,C,3011,0.304
2019,C,3011,0.147
2020,C,3011,0.008
2009,C,3012,0.005
2010,C,3012,0.005
2011,C,3012,0.053
2012,C,3012,0.1
2013,C,3012,0.064
2014,C,3012,0.087
2015,C,3012,0.104
2016,C,3012,0.1
2017,C,3012,0.111
2018,C,3012,0.057
2019,C,3012,0.018
2020,C,3012,0.074
2009,C,3020,0.386
2010,C,3020,0.504
2011,C,3020,0.302
2012,C,3020,0.421
2013,C,3020,0.423
2014,C,3020,0.425
2015,C,3020,0.194
2016,C,3020,0.164
2017,C,3020,0.234
2018,C,3020,0.133
2019,C,3020,0.131
2020,C,3020,0.194
2009,C,3030,6.37
2010,C,3030,10.735
2011,C,3030,14.522
2012,C,3030,14.324
2013,C,3030,10.964
2014,C,3030,14.107
2015,C,3030,14.12
2016,C,3030,9.142
2017,C,3030,11.452
2018,C,3030,6.815
2019,C,3030,4.03
2020,C,3030,3.819
2013,C,3040,0.0
2014,C,3040,0.0
2015,C,3040,0.0
2016,C,3040,0.0
2009,C,3091,0.377
2010,C,3091,1.234
2011,C,3091,2.037
2012,C,3091,1.116
2013,C,3091,1.283
2014,C,3091,2.072
2015,C,3091,2.463
2016,C,3091,1.9
2017,C,3091,3.478
2018,C,3091,1.464
2019,C,3091,0.908
2020,C,3091,0.857
2009,C,3092,0.0
2010,C,3092,0.005
2011,C,3092,0.001
2012,C,3092,0.002
2013,C,3092,0.001
2014,C,3092,0.002
2015,C,3092,0.002
2016,C,3092,0.001
2017,C,3092,0.001
2018,C,3092,0.008
2019,C,3092,0.009
2020,C,3092,0.004
2009,C,3099,0.274
2010,C,3099,0.253
2011,C,3099,0.425
2012,C,3099,0.335
2013,C,3099,0.325
2014,C,3099,0.255
2015,C,3099,0.285
2016,C,3099,0.243
2017,C,3099,0.191
2018,C,3099,0.22
2019,C,3099,0.154
2020,C,3099,0.11
2010,C,3100,0.0
2011,C,3100,0.0
2012,C,3100,0.0
2013,C,3100,0.0
2014,C,3100,0.0
2015,C,3100,0.0
2016,C,3100,0.001
2017,C,3100,0.0
2018,C,3100,0.0
2019,C,3100,0.0
2020,C,3100,0.005
2009,C,3101,0.01
2010,C,3101,0.005
2011,C,3101,0.007
2012,C,3101,0.033
2013,C,3101,0.053
2014,C,3101,0.117
2015,C,3101,0.099
2016,C,3101,0.022
2017,C,3101,0.073
2018,C,3101,0.04
2019,C,3101,0.046
2020,C,3101,0.047
2009,C,3102,0.027
2010,C,3102,0.023
2011,C,3102,0.062
2012,C,3102,0.086
2013,C,3102,0.079
2014,C,3102,0.254
2015,C,3102,0.22
2016,C,3102,0.189
2017,C,3102,0.189
2018,C,3102,0.115
2019,C,3102,0.082
2020,C,3102,0.125
2009,C,3103,0.025
2010,C,3103,0.053
2011,C,3103,0.067
2012,C,3103,0.046
2013,C,3103,0.036
2014,C,3103,0.057
2015,C,3103,0.069
2016,C,3103,0.072
2017,C,3103,0.073
2018,C,3103,0.033
2019,C,3103,0.037
2020,C,3103,0.064
2009,C,3109,0.243
2010,C,3109,0.237
2011,C,3109,0.326
2012,C,3109,0.326
2013,C,3109,0.441
2014,C,3109,0.589
2015,C,3109,0.688
2016,C,3109,0.554
2017,C,3109,0.455
2018,C,3109,0.287
2019,C,3109,0.278
2020,C,3109,0.394
2011,C,3211,0.0
2018,C,3211,0.0
2009,C,3212,0.054
2010,C,3212,0.062
2011,C,3212,0.06
2012,C,3212,0.033
2013,C,3212,0.129
2014,C,3212,0.166
2015,C,3212,0.209
2016,C,3212,0.273
2017,C,3212,0.287
2018,C,3212,0.193
2019,C,3212,0.101
2020,C,3212,0.074
2009,C,3220,0.013
2010,C,3220,0.009
2011,C,3220,0.027
2012,C,3220,0.032
2013,C,3220,0.026
2014,C,3220,0.064
2015,C,3220,0.064
2016,C,3220,0.11
2017,C,3220,0.145
2018,C,3220,0.075
2019,C,3220,0.034
2020,C,3220,0.04
2009,C,3230,0.075
2010,C,3230,0.062
2011,C,3230,0.15
2012,C,3230,0.138
2013,C,3230,0.108
2014,C,3230,0.134
2015,C,3230,0.234
2016,C,3230,0.24
2017,C,3230,0.36
2018,C,3230,0.143
2019,C,3230,0.119
2020,C,3230,0.069
2009,C,3240,1.174
2010,C,3240,1.434
2011,C,3240,0.841
2012,C,3240,0.462
2013,C,3240,0.504
2014,C,3240,0.438
2015,C,3240,0.715
2016,C,3240,0.596
2017,C,3240,0.98
2018,C,3240,0.775
2019,C,3240,0.487
2020,C,3240,0.618
2009,C,3250,2.502
2010,C,3250,3.54
2011,C,3250,4.23
2012,C,3250,4.171
2013,C,3250,3.219
2014,C,3250,3.178
2015,C,3250,2.766
2016,C,3250,4.768
2017,C,3250,4.228
2018,C,3250,3.16
2019,C,3250,2.732
2020,C,3250,2.47
2009,C,3291,0.001
2010,C,3291,0.003
2011,C,3291,0.002
2012,C,3291,0.002
2013,C,3291,0.004
2014,C,3291,0.005
2015,C,3291,0.006
2016,C,3291,0.006
2017,C,3291,0.009
2018,C,3291,0.006
2019,C,3291,0.008
2020,C,3291,0.008
2009,C,3299,0.174
2010,C,3299,0.397
2011,C,3299,0.588
2012,C,3299,0.524
2013,C,3299,0.459
2014,C,3299,0.786
2015,C,3299,0.57
2016,C,3299,0.516
2017,C,3299,0.536
2018,C,3299,0.316
2019,C,3299,0.24
2020,C,3299,0.258
2009,C,3311,0.001
2010,C,3311,0.0
2011,C,3311,0.0
2012,C,3311,0.0
2014,C,3311,0.0
2015,C,3311,0.0
2016,C,3311,0.0
2017,C,3311,0.0
2018,C,3311,0.0
2019,C,3311,0.0
2020,C,3311,0.0
2010,C,3312,0.0
2011,C,3312,0.0
2012,C,3312,0.001
2013,C,3312,0.001
2014,C,3312,0.0
2015,C,3312,0.0
2016,C,3312,0.003
2017,C,3312,0.002
2018,C,3312,0.0
2019,C,3312,0.0
2020,C,3312,0.0
2009,C,3313,0.0
2010,C,3313,0.0
2012,C,3313,0.0
2014,C,3313,0.0
2015,C,3313,0.0
2016,C,3313,0.0
2018,C,3313,0.0
2019,C,3313,0.0
2020,C,3313,0.0
2009,C,3314,0.002
2010,C,3314,0.003
2011,C,3314,0.001
2012,C,3314,0.003
2013,C,3314,0.002
2014,C,3314,0.0
2015,C,3314,0.0
2016,C,3314,0.0
2017,C,3314,0.003
2018,C,3314,0.0
2009,C,3315,0.0
2010,C,3315,0.02
2011,C,3315,0.054
2012,C,3315,0.002
2013,C,3315,0.001
2014,C,3315,0.049
2015,C,3315,0.022
2016,C,3315,0.001
2017,C,3315,0.0
2018,C,3315,0.002
2019,C,3315,0.0
2020,C,3315,0.0
2011,C,3316,0.002
2012,C,3316,0.001
2013,C,3316,0.005
2014,C,3316,0.005
2015,C,3316,0.006
2016,C,3316,0.007
2017,C,3316,0.061
2018,C,3316,0.002
2019,C,3316,0.0
2020,C,3316,0.002
2009,C,3317,0.002
2010,C,3317,0.002
2011,C,3317,0.002
2012,C,3317,0.001
2013,C,3317,0.002
2018,C,3317,0.0
2020,C,3317,0.0
2009,C,3319,0.005
2010,C,3319,0.026
2011,C,3319,0.093
2012,C,3319,0.036
2013,C,3319,0.042
2014,C,3319,0.095
2015,C,3319,0.072
2016,C,3319,0.045
2017,C,3319,0.053
2018,C,3319,0.045
2019,C,3319,0.04
2020,C,3319,0.017
2009,C,3320,0.005
2010,C,3320,0.012
2011,C,3320,0.018
2012,C,3320,0.018
2013,C,3320,0.0
2014,C,3320,0.002
2015,C,3320,0.002
2016,C,3320,0.005
2017,C,3320,0.005
2018,C,3320,0.005
2019,C,3320,0.004
2020,C,3320,0.001
2019,D,3500,0.0
2020,D,3500,0.0
2010,D,3510,0.005
2011,D,3510,0.001
2012,D,3510,0.001
2013,D,3510,0.003
2014,D,3510,0.001
2015,D,3510,0.0
2016,D,3510,0.0
2017,D,3510,0.001
2019,D,3510,0.004
2009,D,3511,8.188
2010,D,3511,9.482
2011,D,3511,7.561
2012,D,3511,6.141
2013,D,3511,5.402
2014,D,3511,8.971
2015,D,3511,5.835
2016,D,3511,6.133
2017,D,3511,8.857
2018,D,3511,5.307
2019,D,3511,6.615
2020,D,3511,5.012
2009,D,3512,0.152
2010,D,3512,1.042
2011,D,3512,0.732
2012,D,3512,0.269
2013,D,3512,0.237
2014,D,3512,0.231
2015,D,3512,2.295
2016,D,3512,0.21
2017,D,3512,0.78
2018,D,3512,0.592
2019,D,3512,0.839
2020,D,3512,0.615
2009,D,3513,0.423
2010,D,3513,0.921
2011,D,3513,0.515
2012,D,3513,0.06
2013,D,3513,0.432
2014,D,3513,0.407
2015,D,3513,0.354
2016,D,3513,1.21
2017,D,3513,4.694
2018,D,3513,1.754
2019,D,3513,3.787
2020,D,3513,0.196
2009,D,3514,0.123
2010,D,3514,0.032
2011,D,3514,0.023
2012,D,3514,0.056
2013,D,3514,0.061
2014,D,3514,0.035
2015,D,3514,0.04
2016,D,3514,0.012
2017,D,3514,0.008
2018,D,3514,0.009
2019,D,3514,0.017
2020,D,3514,0.023
2013,D,3520,0.0
2009,D,3521,0.002
2010,D,3521,0.005
2011,D,3521,0.002
2012,D,3521,0.003
2013,D,3521,0.001
2014,D,3521,0.005
2015,D,3521,0.0
2018,D,3521,0.0
2019,D,3521,0.003
2009,D,3522,2.179
2010,D,3522,3.548
2011,D,3522,3.994
2012,D,3522,3.693
2013,D,3522,2.631
2014,D,3522,3.083
2015,D,3522,2.008
2016,D,3522,2.758
2017,D,3522,2.416
2018,D,3522,1.818
2019,D,3522,1.027
2020,D,3522,0.824
2009,D,3523,0.001
2010,D,3523,0.012
2011,D,3523,0.014
2012,D,3523,0.009
2013,D,3523,0.015
2014,D,3523,0.018
2016,D,3523,0.023
2017,D,3523,0.026
2018,D,3523,0.006
2019,D,3523,0.018
2020,D,3523,0.031
2009,D,3530,0.004
2010,D,3530,0.0
2013,D,3530,0.002
2014,D,3530,0.001
2016,D,3530,0.004
2017,D,3530,0.004
2018,D,3530,0.003
2019,D,3530,0.003
2020,D,3530,0.004
2009,E,3600,0.379
2010,E,3600,0.482
2011,E,3600,0.825
2012,E,3600,0.228
2013,E,3600,0.262
2014,E,3600,0.388
2015,E,3600,0.507
2016,E,3600,0.397
2017,E,3600,0.537
2018,E,3600,0.348
2019,E,3600,0.319
2020,E,3600,0.116
2009,E,3700,0.049
2010,E,3700,0.121
2011,E,3700,0.076
2012,E,3700,0.08
2013,E,3700,0.068
2014,E,3700,0.123
2015,E,3700,0.131
2016,E,3700,0.102
2017,E,3700,0.002
2018,E,3700,0.004
2019,E,3700,0.001
2020,E,3700,0.005
2012,E,3800,0.0
2018,E,3800,0.0
2015,E,3810,0.001
2009,E,3811,0.053
2010,E,3811,0.023
2011,E,3811,0.026
2012,E,3811,0.016
2013,E,3811,0.007
2014,E,3811,0.016
2015,E,3811,0.021
2016,E,3811,0.044
2017,E,3811,0.039
2018,E,3811,0.028
2019,E,3811,0.149
2020,E,3811,0.005
2010,E,3820,0.002
2011,E,3820,0.0
2013,E,3820,0.003
2014,E,3820,0.001
2015,E,3820,0.002
2016,E,3820,0.002
2017,E,3820,0.005
2018,E,3820,0.001
2019,E,3820,0.001
2020,E,3820,0.001
2009,E,3821,0.002
2010,E,3821,0.005
2011,E,3821,0.005
2012,E,3821,0.007
2013,E,3821,0.001
2014,E,3821,0.0
2015,E,3821,0.001
2016,E,3821,0.004
2017,E,3821,0.008
2018,E,3821,0.002
2019,E,3821,0.002
2020,E,3821,0.007
2009,E,3822,0.0
2010,E,3822,0.003
2011,E,3822,0.003
2012,E,3822,0.002
2013,E,3822,0.001
2014,E,3822,0.001
2015,E,3822,0.001
2016,E,3822,0.001
2017,E,3822,0.001
2019,E,3822,0.001
2020,E,3822,0.0
2009,E,3832,0.009
2010,E,3832,0.018
2011,E,3832,0.022
2012,E,3832,0.011
2013,E,3832,0.004
2014,E,3832,0.024
2015,E,3832,0.002
2016,E,3832,0.001
2017,E,3832,0.003
2018,E,3832,0.001
2019,E,3832,0.001
2020,E,3832,0.001
2009,E,3900,0.018
2010,E,3900,0.02
2011,E,3900,0.011
2012,E,3900,0.037
2013,E,3900,0.073
2014,E,3900,0.096
2015,E,3900,0.158
2016,E,3900,0.088
2017,E,3900,0.259
2018,E,3900,0.078
2019,E,3900,0.095
2020,E,3900,0.051
2009,F,4110,0.025
2010,F,4110,0.026
2011,F,4110,0.095
2012,F,4110,0.255
2013,F,4110,0.573
2014,F,4110,0.175
2015,F,4110,0.525
2016,F,4110,0.223
2017,F,4110,0.311
2018,F,4110,0.183
2019,F,4110,0.126
2020,F,4110,0.175
2009,F,4120,1.515
2010,F,4120,1.665
2011,F,4120,1.73
2012,F,4120,1.621
2013,F,4120,1.942
2014,F,4120,1.99
2015,F,4120,2.129
2016,F,4120,2.378
2017,F,4120,3.062
2018,F,4120,2.409
2019,F,4120,1.752
2020,F,4120,2.044
2009,F,4200,0.0
2010,F,4200,0.0
2011,F,4200,0.0
2012,F,4200,0.0
2013,F,4200,0.0
2015,F,4200,0.0
2016,F,4200,0.0
2017,F,4200,0.0
2018,F,4200,0.0
2019,F,4200,0.0
2009,F,4211,0.717
2010,F,4211,0.777
2011,F,4211,0.535
2012,F,4211,0.762
2013,F,4211,0.6
2014,F,4211,0.603
2015,F,4211,0.538
2016,F,4211,1.024
2017,F,4211,1.111
2018,F,4211,0.596
2019,F,4211,0.375
2020,F,4211,0.68
2009,F,4212,0.001
2010,F,4212,0.002
2011,F,4212,0.001
2012,F,4212,0.001
2013,F,4212,0.001
2014,F,4212,0.001
2015,F,4212,0.005
2016,F,4212,0.003
2017,F,4212,0.001
2018,F,4212,0.001
2019,F,4212,0.001
