year,Industry,Nacerev,MNE_profit_shifting
2012,C,1629,0.043
2013,C,1629,0.037
2014,C,1629,0.085
2015,C,1629,0.116
2016,C,1629,0.098
2017,C,1629,0.136
2018,C,1629,0.162
2019,C,1629,0.083
2020,C,1629,0.154
2016,C,1700,0.001
2017,C,1700,0.001
2018,C,1700,0.0
2019,C,1700,0.001
2020,C,1700,0.002
2009,C,1711,0.282
2010,C,1711,0.209
2011,C,1711,0.134
2012,C,1711,0.143
2013,C,1711,0.125
2014,C,1711,0.162
2015,C,1711,0.203
2016,C,1711,0.298
2017,C,1711,0.412
2018,C,1711,0.3
2019,C,1711,0.174
2020,C,1711,0.141
2009,C,1712,0.49
2010,C,1712,0.724
2011,C,1712,0.855
2012,C,1712,0.692
2013,C,1712,0.84
2014,C,1712,0.923
2015,C,1712,1.004
2016,C,1712,1.167
2017,C,1712,1.34
2018,C,1712,1.226
2019,C,1712,0.745
2020,C,1712,0.536
2009,C,1720,0.001
2009,C,1721,0.084
2010,C,1721,0.151
2011,C,1721,0.138
2012,C,1721,0.306
2013,C,1721,0.121
2014,C,1721,0.091
2015,C,1721,0.179
2016,C,1721,0.229
2017,C,1721,0.185
2018,C,1721,0.296
2019,C,1721,0.252
2020,C,1721,0.071
2009,C,1722,0.476
2010,C,1722,0.656
2011,C,1722,0.617
2012,C,1722,0.546
2013,C,1722,0.719
2014,C,1722,0.761
2015,C,1722,0.642
2016,C,1722,0.921
2017,C,1722,1.454
2018,C,1722,0.385
2019,C,1722,0.43
2020,C,1722,0.504
2009,C,1723,0.009
2010,C,1723,0.033
2011,C,1723,0.016
2012,C,1723,0.015
2013,C,1723,0.021
2014,C,1723,0.04
2015,C,1723,0.064
2016,C,1723,0.062
2017,C,1723,0.082
2018,C,1723,0.048
2019,C,1723,0.045
2020,C,1723,0.042
2009,C,1724,0.209
2010,C,1724,0.333
2011,C,1724,0.145
2012,C,1724,0.268
2013,C,1724,0.3
2014,C,1724,0.369
2015,C,1724,0.397
2016,C,1724,0.401
2017,C,1724,0.405
2018,C,1724,0.135
2019,C,1724,0.385
2020,C,1724,0.037
2009,C,1729,0.245
2010,C,1729,0.351
2011,C,1729,0.472
2012,C,1729,0.55
2013,C,1729,0.727
2014,C,1729,0.839
2015,C,1729,1.187
2016,C,1729,0.975
2017,C,1729,1.035
2018,C,1729,0.657
2019,C,1729,0.552
2020,C,1729,0.731
2009,C,1811,0.174
2010,C,1811,1.516
2011,C,1811,1.657
2012,C,1811,1.439
2013,C,1811,2.816
2014,C,1811,2.465
2015,C,1811,3.625
2016,C,1811,1.781
2017,C,1811,1.502
2018,C,1811,0.722
2019,C,1811,0.205
2020,C,1811,0.147
2009,C,1812,0.112
2010,C,1812,0.293
2011,C,1812,0.285
2012,C,1812,0.205
2013,C,1812,0.241
2014,C,1812,0.238
2015,C,1812,0.498
2016,C,1812,0.183
2017,C,1812,0.289
2018,C,1812,0.127
2019,C,1812,0.083
2020,C,1812,0.124
2009,C,1813,0.003
2010,C,1813,0.006
2011,C,1813,0.002
2013,C,1813,0.004
2014,C,1813,0.0
2015,C,1813,0.0
2018,C,1813,0.0
2019,C,1813,0.0
2020,C,1813,0.0
2009,C,1814,0.004
2010,C,1814,0.006
2011,C,1814,0.002
2012,C,1814,0.008
2013,C,1814,0.004
2014,C,1814,0.009
2015,C,1814,0.013
2016,C,1814,0.015
2017,C,1814,0.016
2018,C,1814,0.014
2019,C,1814,0.013
2020,C,1814,0.008
2009,C,1820,0.001
2010,C,1820,0.0
2011,C,1820,0.001
2012,C,1820,0.005
2013,C,1820,0.001
2014,C,1820,0.021
2015,C,1820,0.026
2016,C,1820,0.012
2017,C,1820,0.023
2018,C,1820,0.008
2019,C,1820,0.008
2020,C,1820,0.0
2009,C,1910,0.524
2010,C,1910,0.995
2011,C,1910,1.049
2012,C,1910,0.969
2013,C,1910,0.837
2014,C,1910,0.945
2015,C,1910,1.313
2016,C,1910,0.532
2017,C,1910,0.918
2018,C,1910,1.722
2019,C,1910,0.428
2020,C,1910,0.001
2009,C,1920,21.845
2010,C,1920,35.695
2011,C,1920,70.282
2012,C,1920,59.504
2013,C,1920,44.053
2014,C,1920,44.552
2015,C,1920,17.521
2016,C,1920,9.346
2017,C,1920,24.371
2018,C,1920,15.778
2019,C,1920,11.495
2020,C,1920,3.608
2009,C,2000,0.0
2010,C,2000,0.0
2011,C,2000,0.0
2012,C,2000,0.0
2013,C,2000,0.0
2014,C,2000,0.0
2015,C,2000,0.001
2016,C,2000,0.002
2017,C,2000,0.001
2018,C,2000,0.001
2019,C,2000,0.0
2020,C,2000,0.0
2016,C,2010,0.001
2009,C,2011,0.898
2010,C,2011,1.437
2011,C,2011,1.945
2012,C,2011,1.812
2013,C,2011,2.07
2014,C,2011,1.442
2015,C,2011,1.678
2016,C,2011,1.693
2017,C,2011,2.474
2018,C,2011,1.683
2019,C,2011,1.144
2020,C,2011,2.265
2009,C,2012,0.02
2010,C,2012,0.092
2011,C,2012,0.149
2012,C,2012,0.136
2013,C,2012,0.128
2014,C,2012,0.133
2015,C,2012,0.108
2016,C,2012,0.159
2017,C,2012,0.187
2018,C,2012,0.115
2019,C,2012,0.056
2020,C,2012,0.072
2009,C,2013,0.132
2010,C,2013,0.452
2011,C,2013,0.248
2012,C,2013,0.192
2013,C,2013,0.151
2014,C,2013,0.314
2015,C,2013,0.289
2016,C,2013,0.308
2017,C,2013,0.492
2018,C,2013,0.339
2019,C,2013,0.239
2020,C,2013,0.267
2009,C,2014,0.87
2010,C,2014,2.919
2011,C,2014,3.705
2012,C,2014,3.504
2013,C,2014,3.998
2014,C,2014,4.165
2015,C,2014,4.378
2016,C,2014,17.42
2017,C,2014,54.78
2018,C,2014,24.769
2019,C,2014,21.497
2020,C,2014,0.615
2009,C,2015,0.451
2010,C,2015,0.782
2011,C,2015,1.602
2012,C,2015,1.33
2013,C,2015,1.163
2014,C,2015,0.698
2015,C,2015,1.398
2016,C,2015,0.618
2017,C,2015,0.758
2018,C,2015,0.216
2019,C,2015,0.336
2020,C,2015,0.161
2009,C,2016,1.294
2010,C,2016,3.154
2011,C,2016,3.864
2012,C,2016,3.257
2013,C,2016,5.601
2014,C,2016,5.646
2015,C,2016,7.585
2016,C,2016,5.576
2017,C,2016,4.78
2018,C,2016,4.934
2019,C,2016,2.778
2020,C,2016,3.723
2009,C,2017,0.033
2010,C,2017,0.082
2011,C,2017,0.151
2012,C,2017,0.151
2013,C,2017,0.098
2014,C,2017,0.141
2015,C,2017,0.131
2016,C,2017,0.274
2017,C,2017,0.196
2018,C,2017,0.092
2019,C,2017,0.086
2020,C,2017,0.078
2009,C,2020,0.904
2010,C,2020,0.829
2011,C,2020,1.279
2012,C,2020,1.819
2013,C,2020,1.723
2014,C,2020,2.077
2015,C,2020,1.596
2016,C,2020,0.669
2017,C,2020,0.783
2018,C,2020,0.17
2019,C,2020,0.159
2020,C,2020,0.191
2009,C,2030,0.362
2010,C,2030,0.88
2011,C,2030,0.843
2012,C,2030,0.93
2013,C,2030,0.969
2014,C,2030,1.11
2015,C,2030,1.704
2016,C,2030,1.124
2017,C,2030,1.461
2018,C,2030,0.818
2019,C,2030,0.683
2020,C,2030,0.606
2009,C,2040,0.001
2010,C,2040,0.001
2012,C,2040,0.004
2013,C,2040,0.003
2014,C,2040,0.001
2015,C,2040,0.006
2016,C,2040,0.009
2017,C,2040,0.01
2018,C,2040,0.002
2019,C,2040,0.0
2020,C,2040,0.0
2009,C,2041,3.329
2010,C,2041,4.66
2011,C,2041,5.468
2012,C,2041,5.041
2013,C,2041,5.389
2014,C,2041,6.531
2015,C,2041,6.215
2016,C,2041,6.515
2017,C,2041,6.161
2018,C,2041,3.959
2019,C,2041,1.867
2020,C,2041,3.591
2009,C,2042,1.669
2010,C,2042,2.529
2011,C,2042,2.762
2012,C,2042,3.098
2013,C,2042,2.871
2014,C,2042,3.114
2015,C,2042,3.045
2016,C,2042,2.726
2017,C,2042,3.579
2018,C,2042,1.919
2019,C,2042,1.747
2020,C,2042,1.648
2009,C,2051,0.002
2010,C,2051,0.001
2011,C,2051,0.001
2012,C,2051,0.001
2013,C,2051,0.002
2014,C,2051,0.002
2015,C,2051,0.002
2016,C,2051,0.004
2017,C,2051,0.007
2018,C,2051,0.003
2019,C,2051,0.001
2009,C,2052,0.034
2010,C,2052,0.056
2011,C,2052,0.076
2012,C,2052,0.049
2013,C,2052,0.062
2014,C,2052,0.043
2015,C,2052,0.076
2016,C,2052,0.057
2017,C,2052,0.076
2018,C,2052,0.053
2019,C,2052,0.042
2020,C,2052,0.05
2009,C,2053,0.004
2010,C,2053,0.003
2011,C,2053,0.047
2012,C,2053,0.002
2013,C,2053,0.006
2014,C,2053,0.005
2015,C,2053,0.006
2016,C,2053,0.011
2017,C,2053,0.016
2018,C,2053,0.008
2019,C,2053,0.004
2020,C,2053,0.006
2009,C,2059,2.243
2010,C,2059,5.731
2011,C,2059,7.365
2012,C,2059,5.501
2013,C,2059,5.316
2014,C,2059,5.652
2015,C,2059,5.811
2016,C,2059,5.506
2017,C,2059,10.0
2018,C,2059,6.073
2019,C,2059,4.429
2020,C,2059,3.485
2009,C,2060,0.033
2010,C,2060,0.068
2011,C,2060,0.528
2012,C,2060,0.396
2013,C,2060,0.224
2014,C,2060,0.303
2015,C,2060,0.321
2016,C,2060,0.569
2017,C,2060,0.863
2018,C,2060,0.751
2019,C,2060,0.164
2020,C,2060,0.145
2010,C,2100,0.001
2011,C,2100,0.0
2013,C,2100,0.001
2014,C,2100,0.002
2018,C,2100,0.004
2019,C,2100,0.004
2020,C,2100,0.008
2009,C,2110,0.394
2010,C,2110,0.551
2011,C,2110,0.632
2012,C,2110,0.714
2013,C,2110,2.468
2014,C,2110,0.887
2015,C,2110,3.471
2016,C,2110,0.749
2017,C,2110,1.041
2018,C,2110,0.501
2019,C,2110,0.364
2020,C,2110,0.414
2009,C,2120,26.251
2010,C,2120,34.217
2011,C,2120,41.87
2012,C,2120,38.451
2013,C,2120,37.168
2014,C,2120,50.833
2015,C,2120,44.743
2016,C,2120,43.57
2017,C,2120,48.906
2018,C,2120,26.054
2019,C,2120,23.726
2020,C,2120,23.45
2013,C,2210,0.0
2014,C,2210,0.001
2009,C,2211,0.274
2010,C,2211,1.638
2011,C,2211,2.193
2012,C,2211,3.141
2013,C,2211,3.062
2014,C,2211,3.647
2015,C,2211,4.019
2016,C,2211,3.797
2017,C,2211,4.183
2018,C,2211,2.419
2019,C,2211,0.954
2020,C,2211,0.471
2009,C,2219,0.049
2010,C,2219,0.125
2011,C,2219,0.116
2012,C,2219,0.197
2013,C,2219,0.115
2014,C,2219,0.178
2015,C,2219,0.177
2016,C,2219,0.275
2017,C,2219,0.331
2018,C,2219,0.218
2019,C,2219,0.081
2020,C,2219,0.098
2009,C,2220,0.008
2010,C,2220,0.008
2011,C,2220,0.007
2012,C,2220,0.007
2013,C,2220,0.01
2014,C,2220,0.015
2015,C,2220,0.022
2016,C,2220,0.019
2017,C,2220,0.03
2018,C,2220,0.013
2019,C,2220,0.007
2020,C,2220,0.012
2009,C,2221,0.031
2010,C,2221,0.14
2011,C,2221,0.133
2012,C,2221,0.123
2013,C,2221,0.192
2014,C,2221,0.193
2015,C,2221,0.412
2016,C,2221,0.407
2017,C,2221,0.515
2018,C,2221,0.24
2019,C,2221,0.118
2020,C,2221,0.152
2009,C,2222,0.007
2010,C,2222,0.014
2011,C,2222,0.022
2012,C,2222,0.032
2013,C,2222,0.023
2014,C,2222,0.029
2015,C,2222,0.036
2016,C,2222,0.109
2017,C,2222,0.09
2018,C,2222,0.08
2019,C,2222,0.029
2020,C,2222,0.016
2009,C,2223,0.012
2010,C,2223,0.024
2011,C,2223,0.023
2012,C,2223,0.054
2013,C,2223,0.03
2014,C,2223,0.062
2015,C,2223,0.048
2016,C,2223,0.09
2017,C,2223,0.11
2018,C,2223,0.055
2019,C,2223,0.035
2020,C,2223,0.042
2009,C,2229,0.447
2010,C,2229,0.959
2011,C,2229,1.201
2012,C,2229,0.712
2013,C,2229,0.758
2014,C,2229,0.801
2015,C,2229,0.773
2016,C,2229,1.237
2017,C,2229,2.206
2018,C,2229,0.792
2019,C,2229,0.394
2020,C,2229,0.495
2009,C,2310,0.0
2010,C,2310,0.0
2011,C,2310,0.0
2012,C,2310,0.0
2013,C,2310,0.001
2014,C,2310,0.001
2015,C,2310,0.001
2016,C,2310,0.001
2009,C,2311,0.178
2010,C,2311,0.911
2011,C,2311,1.004
2012,C,2311,0.57
2013,C,2311,0.458
2014,C,2311,0.604
2015,C,2311,0.763
2016,C,2311,0.725
2017,C,2311,0.496
2018,C,2311,0.476
2019,C,2311,0.554
2020,C,2311,0.405
2009,C,2312,0.0
2010,C,2312,0.0
2011,C,2312,0.0
2012,C,2312,0.0
2013,C,2312,0.0
2014,C,2312,0.0
2018,C,2312,0.0
2019,C,2312,0.0
2020,C,2312,0.0
2009,C,2313,0.0
2010,C,2313,0.01
2011,C,2313,0.005
2012,C,2313,0.0
2013,C,2313,0.002
2014,C,2313,0.001
2015,C,2313,0.0
2016,C,2313,0.001
2017,C,2313,0.002
2018,C,2313,0.011
2019,C,2313,0.0
2020,C,2313,0.0
2009,C,2314,0.078
2010,C,2314,0.248
2011,C,2314,0.31
2012,C,2314,0.074
2013,C,2314,0.043
2014,C,2314,0.096
2015,C,2314,0.127
2016,C,2314,0.185
2017,C,2314,0.162
2018,C,2314,0.097
2019,C,2314,0.121
2020,C,2314,0.052
2009,C,2319,0.081
2010,C,2319,0.242
2011,C,2319,0.086
2012,C,2319,0.153
2013,C,2319,0.133
2014,C,2319,0.127
2015,C,2319,0.156
2016,C,2319,0.216
2017,C,2319,0.338
2018,C,2319,0.096
2019,C,2319,0.092
2020,C,2319,0.11
2009,C,2320,0.011
2010,C,2320,0.101
2011,C,2320,0.12
2012,C,2320,0.237
2013,C,2320,0.055
2014,C,2320,0.085
2015,C,2320,0.048
2016,C,2320,0.106
2017,C,2320,0.048
2018,C,2320,0.088
2019,C,2320,0.063
2020,C,2320,0.026
2009,C,2331,0.021
2010,C,2331,0.008
2011,C,2331,0.116
2012,C,2331,0.136
2013,C,2331,0.079
2014,C,2331,0.111
2015,C,2331,0.089
2016,C,2331,0.059
2017,C,2331,0.101
2018,C,2331,0.044
2019,C,2331,0.024
2020,C,2331,0.012
2009,C,2332,0.0
2010,C,2332,0.009
2011,C,2332,0.013
2012,C,2332,0.016
2013,C,2332,0.007
2014,C,2332,0.006
2015,C,2332,0.006
2016,C,2332,0.007
2017,C,2332,0.01
2018,C,2332,0.011
2019,C,2332,0.01
2020,C,2332,0.008
2009,C,2341,0.0
2010,C,2341,0.0
2011,C,2341,0.012
2012,C,2341,0.015
2013,C,2341,0.012
2014,C,2341,0.013
2015,C,2341,0.013
2016,C,2341,0.015
2017,C,2341,0.019
2018,C,2341,0.025
2019,C,2341,0.022
2020,C,2341,0.011
2009,C,2342,0.006
2010,C,2342,0.024
2011,C,2342,0.022
2012,C,2342,0.039
2013,C,2342,0.023
2014,C,2342,0.063
2015,C,2342,0.023
2016,C,2342,0.063
2017,C,2342,0.069
2018,C,2342,0.04
2019,C,2342,0.026
2020,C,2342,0.028
2009,C,2343,0.033
2010,C,2343,0.049
2011,C,2343,0.076
2012,C,2343,0.014
2013,C,2343,0.024
2014,C,2343,0.053
2015,C,2343,0.066
2016,C,2343,0.115
2017,C,2343,0.083
2018,C,2343,0.072
2019,C,2343,0.047
2020,C,2343,0.047
2009,C,2349,0.0
2010,C,2349,0.001
2011,C,2349,0.002
2012,C,2349,0.001
2013,C,2349,0.001
2014,C,2349,0.002
2015,C,2349,0.003
2016,C,2349,0.002
2017,C,2349,0.003
2018,C,2349,0.002
2019,C,2349,0.001
2009,C,2351,0.798
2010,C,2351,1.149
2011,C,2351,1.006
2012,C,2351,1.481
2013,C,2351,1.244
2014,C,2351,1.349
2015,C,2351,1.235
2016,C,2351,2.81
2017,C,2351,1.504
2018,C,2351,1.731
2019,C,2351,1.166
2020,C,2351,0.768
2009,C,2352,0.002
2010,C,2352,0.0
2011,C,2352,0.037
2013,C,2352,0.047
2014,C,2352,0.048
2016,C,2352,0.0
2020,C,2352,0.0
2009,C,2361,0.007
2010,C,2361,0.059
2011,C,2361,0.076
2012,C,2361,0.044
2013,C,2361,0.075
2014,C,2361,0.096
2015,C,2361,0.039
2016,C,2361,0.171
2017,C,2361,0.166
2018,C,2361,0.056
2019,C,2361,0.108
2020,C,2361,0.042
2012,C,2363,0.001
2013,C,2363,0.002
2014,C,2363,0.002
2015,C,2363,0.004
2016,C,2363,0.004
2017,C,2363,0.003
2018,C,2363,0.003
2019,C,2363,0.001
2020,C,2363,0.001
2018,C,2364,0.003
2019,C,2364,0.003
2015,C,2365,0.0
2016,C,2365,0.001
2017,C,2365,0.0
2020,C,2365,0.001
2009,C,2369,0.158
2010,C,2369,0.128
2011,C,2369,0.173
2012,C,2369,0.165
2013,C,2369,0.006
2014,C,2369,0.205
2015,C,2369,0.349
2016,C,2369,0.657
2017,C,2369,0.73
2018,C,2369,0.866
2019,C,2369,0.418
2020,C,2369,0.26
2009,C,2370,0.001
2010,C,2370,0.002
2011,C,2370,0.006
2012,C,2370,0.003
2013,C,2370,0.002
2014,C,2370,0.003
2015,C,2370,0.006
2016,C,2370,0.007
2017,C,2370,0.009
2018,C,2370,0.004
2019,C,2370,0.003
2020,C,2370,0.007
2009,C,2391,0.891
2010,C,2391,1.702
2011,C,2391,1.748
2012,C,2391,2.183
2013,C,2391,1.813
2014,C,2391,2.345
2015,C,2391,2.26
2016,C,2391,2.152
2017,C,2391,1.995
2018,C,2391,1.285
2019,C,2391,0.896
2020,C,2391,1.288
2009,C,2399,0.041
2010,C,2399,0.073
2011,C,2399,0.185
2012,C,2399,0.048
2013,C,2399,0.128
2014,C,2399,0.108
2015,C,2399,0.165
2016,C,2399,0.32
2017,C,2399,0.32
2018,C,2399,0.183
2019,C,2399,0.16
2020,C,2399,0.091
2009,C,2410,0.714
2010,C,2410,1.581
2011,C,2410,2.109
2012,C,2410,0.766
2013,C,2410,0.669
2014,C,2410,0.961
2015,C,2410,0.651
2016,C,2410,2.008
2017,C,2410,1.881
2018,C,2410,1.508
2019,C,2410,0.633
2020,C,2410,2.111
2009,C,2420,0.126
2010,C,2420,0.59
2011,C,2420,0.707
2012,C,2420,0.242
2013,C,2420,0.183
2014,C,2420,0.069
2015,C,2420,0.146
2016,C,2420,0.345
2017,C,2420,0.175
2018,C,2420,0.183
2019,C,2420,0.073
2020,C,2420,0.118
2014,C,2430,0.0
2015,C,2430,0.0
2017,C,2430,0.0
2018,C,2430,0.0
2019,C,2430,0.0
2010,C,2431,0.002
2011,C,2431,0.002
2012,C,2431,0.007
2013,C,2431,0.005
2014,C,2431,0.012
2017,C,2431,0.001
2019,C,2431,0.002
2020,C,2431,0.001
2009,C,2432,0.082
2010,C,2432,0.411
2011,C,2432,0.241
2012,C,2432,0.164
2013,C,2432,0.037
2014,C,2432,0.086
2015,C,2432,0.056
2016,C,2432,0.095
2017,C,2432,0.415
2018,C,2432,0.097
2019,C,2432,0.139
2020,C,2432,0.311
2009,C,2433,0.002
2010,C,2433,0.005
2011,C,2433,0.002
2012,C,2433,0.002
2013,C,2433,0.001
2014,C,2433,0.004
2015,C,2433,0.003
2016,C,2433,0.004
2017,C,2433,0.003
2018,C,2433,0.002
2019,C,2433,0.002
2020,C,2433,0.005
2009,C,2434,0.702
2010,C,2434,1.862
2011,C,2434,1.534
2012,C,2434,1.058
2013,C,2434,0.962
2014,C,2434,1.759
2015,C,2434,1.045
2016,C,2434,1.781
2017,C,2434,1.737
2018,C,2434,0.814
2019,C,2434,0.513
2020,C,2434,0.505
2010,C,2440,0.001
2011,C,2440,0.002
2012,C,2440,0.003
2013,C,2440,0.003
2014,C,2440,0.006
2015,C,2440,0.012
2016,C,2440,0.012
2017,C,2440,0.022
2018,C,2440,0.011
2019,C,2440,0.009
2020,C,2440,0.009
2009,C,2441,0.284
2010,C,2441,2.176
2011,C,2441,1.1
2012,C,2441,0.705
2013,C,2441,0.146
2014,C,2441,0.155
2015,C,2441,0.092
2016,C,2441,0.197
2017,C,2441,0.665
2018,C,2441,0.153
2019,C,2441,1.203
2020,C,2441,1.936
2009,C,2442,0.098
2010,C,2442,0.175
2011,C,2442,0.404
2012,C,2442,0.275
2013,C,2442,0.22
2014,C,2442,0.274
2015,C,2442,0.444
2016,C,2442,0.66
2017,C,2442,1.177
2018,C,2442,0.452
2019,C,2442,0.126
2020,C,2442,0.195
2019,C,2443,0.002
2009,C,2444,0.04
2010,C,2444,0.251
2011,C,2444,0.325
2012,C,2444,0.672
2013,C,2444,0.204
2014,C,2444,0.26
2015,C,2444,0.181
2016,C,2444,0.073
2017,C,2444,0.143
2018,C,2444,0.117
2019,C,2444,0.077
2020,C,2444,0.095
2009,C,2445,0.024
2010,C,2445,0.09
2011,C,2445,0.151
2012,C,2445,0.097
2013,C,2445,0.081
2014,C,2445,0.074
2015,C,2445,0.046
2016,C,2445,0.081
2017,C,2445,0.12
2018,C,2445,0.132
2019,C,2445,0.026
2020,C,2445,0.032
2009,C,2446,0.001
2010,C,2446,0.001
2011,C,2446,0.001
2012,C,2446,0.0
2016,C,2446,0.0
2009,C,2451,0.004
2010,C,2451,0.001
2012,C,2451,0.004
2013,C,2451,0.004
2014,C,2451,0.003
2015,C,2451,0.174
2016,C,2451,0.014
2017,C,2451,0.023
2018,C,2451,0.013
2019,C,2451,0.001
2020,C,2451,0.001
2009,C,2452,0.452
2010,C,2452,0.393
2011,C,2452,0.977
2012,C,2452,0.214
2013,C,2452,0.33
2014,C,2452,0.318
2015,C,2452,0.321
2016,C,2452,0.976
2017,C,2452,1.909
2018,C,2452,1.077
2019,C,2452,0.2
2020,C,2452,0.187
2009,C,2453,0.016
2010,C,2453,0.003
2011,C,2453,0.041
2012,C,2453,0.125
2013,C,2453,0.092
2014,C,2453,0.188
2015,C,2453,0.224
2016,C,2453,0.47
2017,C,2453,0.758
2018,C,2453,0.41
2019,C,2453,0.146
2020,C,2453,0.0
2009,C,2454,0.33
2010,C,2454,0.342
2011,C,2454,0.494
2012,C,2454,0.73
2013,C,2454,0.6
2014,C,2454,1.274
2015,C,2454,0.882
2016,C,2454,0.035
2017,C,2454,0.069
2018,C,2454,0.077
2019,C,2454,0.025
2020,C,2454,0.035
2009,C,2500,0.001
2010,C,2500,0.0
2011,C,2500,0.0
2012,C,2500,0.001
2013,C,2500,0.0
2014,C,2500,0.001
2015,C,2500,0.001
2016,C,2500,0.001
2017,C,2500,0.0
2018,C,2500,0.0
2020,C,2500,0.0
2009,C,2511,0.093
2010,C,2511,0.082
2011,C,2511,0.099
2012,C,2511,0.133
2013,C,2511,0.191
2014,C,2511,0.172
2015,C,2511,0.17
2016,C,2511,0.298
2017,C,2511,0.26
2018,C,2511,0.141
2019,C,2511,0.146
2020,C,2511,0.168
2009,C,2512,0.122
2010,C,2512,0.179
2011,C,2512,0.253
2012,C,2512,0.252
2013,C,2512,0.301
2014,C,2512,0.497
2015,C,2512,0.616
2016,C,2512,0.438
2017,C,2512,0.653
2018,C,2512,0.284
2019,C,2512,0.298
2020,C,2512,0.377
2009,C,2521,0.036
2010,C,2521,0.032
2011,C,2521,0.054
2012,C,2521,0.061
2013,C,2521,0.07
2014,C,2521,0.076
2015,C,2521,0.08
2016,C,2521,0.107
2017,C,2521,0.146
2018,C,2521,0.082
2019,C,2521,0.078
2020,C,2521,0.104
2009,C,2529,0.008
2010,C,2529,0.051
2011,C,2529,0.054
2012,C,2529,0.029
2013,C,2529,0.025
2014,C,2529,0.007
2015,C,2529,0.002
2016,C,2529,0.006
2017,C,2529,0.016
2018,C,2529,0.024
2019,C,2529,0.005
2020,C,2529,0.011
2009,C,2530,0.001
2010,C,2530,0.001
2011,C,2530,0.0
2012,C,2530,0.0
2013,C,2530,0.001
2017,C,2530,0.001
2018,C,2530,0.001
2009,C,2540,0.006
2010,C,2540,0.023
2011,C,2540,0.031
2012,C,2540,0.015
2013,C,2540,0.031
2014,C,2540,0.111
2015,C,2540,0.088
2016,C,2540,0.082
2017,C,2540,0.023
2018,C,2540,0.019
2019,C,2540,0.015
2020,C,2540,0.039
2009,C,2550,0.055
2010,C,2550,0.259
2011,C,2550,0.286
2012,C,2550,0.174
2013,C,2550,0.132
2014,C,2550,0.137
2015,C,2550,0.189
2016,C,2550,0.215
2017,C,2550,0.95
2018,C,2550,0.357
2019,C,2550,0.203
2020,C,2550,0.061
2009,C,2561,0.012
2010,C,2561,0.018
2011,C,2561,0.038
2012,C,2561,0.064
2013,C,2561,0.055
2014,C,2561,0.057
2015,C,2561,0.055
2016,C,2561,0.039
2017,C,2561,0.075
2018,C,2561,0.046
2019,C,2561,0.047
2020,C,2561,0.026
2009,C,2562,0.008
2010,C,2562,0.011
2011,C,2562,0.012
2012,C,2562,0.014
2013,C,2562,0.009
2014,C,2562,0.011
2015,C,2562,0.021
2016,C,2562,0.021
2017,C,2562,0.034
2018,C,2562,0.012
2019,C,2562,0.013
2020,C,2562,0.009
2009,C,2571,0.019
2010,C,2571,0.025
2011,C,2571,0.037
2012,C,2571,0.062
2013,C,2571,0.036
2014,C,2571,0.216
2015,C,2571,0.044
2016,C,2571,0.031
2017,C,2571,0.076
2018,C,2571,0.018
2019,C,2571,0.012
2020,C,2571,0.02
2009,C,2572,0.013
2010,C,2572,0.025
2011,C,2572,0.02
2012,C,2572,0.03
2013,C,2572,0.017
2014,C,2572,0.016
2015,C,2572,0.018
2016,C,2572,0.031
2017,C,2572,0.034
2018,C,2572,0.021
2019,C,2572,0.01
2020,C,2572,0.012
2009,C,2573,0.062
2010,C,2573,0.34
2011,C,2573,0.411
2012,C,2573,0.549
2013,C,2573,0.379
2014,C,2573,0.373
2015,C,2573,0.394
2016,C,2573,0.443
2017,C,2573,0.833
2018,C,2573,0.61
2019,C,2573,0.434
2020,C,2573,0.339
2009,C,2590,0.001
2010,C,2590,0.001
2011,C,2590,0.001
2012,C,2590,0.0
2015,C,2590,0.001
2016,C,2590,0.003
2019,C,2591,0.0
2020,C,2591,0.001
2009,C,2592,0.248
2010,C,2592,0.435
2011,C,2592,0.492
2012,C,2592,0.374
2013,C,2592,0.397
2014,C,2592,0.579
2015,C,2592,0.505
2016,C,2592,0.246
2017,C,2592,0.467
2018,C,2592,0.287
2019,C,2592,0.301
2020,C,2592,0.312
2009,C,2593,0.025
2010,C,2593,0.056
2011,C,2593,0.091
2012,C,2593,0.083
2013,C,2593,0.089
2014,C,2593,0.204
2015,C,2593,0.199
2016,C,2593,0.248
2017,C,2593,0.562
2018,C,2593,0.14
2019,C,2593,0.075
2020,C,2593,0.045
2009,C,2594,0.051
2010,C,2594,0.108
2011,C,2594,0.205
2012,C,2594,0.194
2013,C,2594,0.149
2014,C,2594,0.153
2015,C,2594,0.183
2016,C,2594,0.182
2017,C,2594,0.253
2018,C,2594,0.219
2019,C,2594,0.138
2020,C,2594,0.186
2009,C,2599,0.274
2010,C,2599,0.436
2011,C,2599,0.453
2012,C,2599,0.639
2013,C,2599,0.787
2014,C,2599,0.879
2015,C,2599,0.845
2016,C,2599,0.897
2017,C,2599,1.182
2018,C,2599,0.897
2019,C,2599,0.902
2020,C,2599,0.489
2009,C,2611,6.91
2010,C,2611,19.267
2011,C,2611,19.274
2012,C,2611,21.922
2013,C,2611,21.954
2014,C,2611,26.316
2015,C,2611,26.547
2016,C,2611,26.155
2017,C,2611,48.283
2018,C,2611,26.334
2019,C,2611,15.623
2020,C,2611,19.867
2009,C,2612,0.066
2010,C,2612,0.278
2011,C,2612,0.446
2012,C,2612,0.376
2013,C,2612,1.044
2014,C,2612,0.504
2015,C,2612,0.735
